Search keyword report
"October 1, 2025 - March 8, 2026"
Month,Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Final URL,Interactions,Interaction rate,Avg. cost,Cost,Impr.,Clicks,Conv. rate,Conversions,Avg. CPC,Cost / conv.
October 2025,Paused,"""Revenue Growth Management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""Revenue Growth Management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""Revenue Growth Management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""Revenue Growth Management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""Revenue Growth Management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""Revenue Growth Management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""retail pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""retail pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""retail pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""retail pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""retail pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""retail pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Enabled,[markdown optimization],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[markdown optimization],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[markdown optimization],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[markdown optimization],Exact match,exact,Exact,Eligible,,USD,15.00,,2,15.38%,14.23,28.45,13,2,0.00%,0.00,14.23,0.00
February 2026,Enabled,[markdown optimization],Exact match,exact,Exact,Eligible,,USD,15.00,,1,25.00%,10.64,10.64,4,1,0.00%,0.00,10.64,0.00
March 2026,Enabled,[markdown optimization],Exact match,exact,Exact,Eligible,,USD,15.00,,0,0.00%,0,0.00,4,0,0.00%,0.00,0,0.00
October 2025,Paused,"""Retail Pricing Optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""Retail Pricing Optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""Retail Pricing Optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""Retail Pricing Optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""Retail Pricing Optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""Retail Pricing Optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""b2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""b2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""b2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""b2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""b2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""b2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""dynamic pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""dynamic pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""dynamic pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""dynamic pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""dynamic pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""dynamic pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Enabled,[omnichannel pricing],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[omnichannel pricing],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[omnichannel pricing],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[omnichannel pricing],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0,0.00%,0,0.00,6,0,0.00%,0.00,0,0.00
February 2026,Enabled,[omnichannel pricing],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,2,33.33%,13.06,26.12,6,2,0.00%,0.00,13.06,0.00
March 2026,Enabled,[omnichannel pricing],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0,0.00%,0,0.00,2,0,0.00%,0.00,0,0.00
October 2025,Enabled,[price benchmarking],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[price benchmarking],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[price benchmarking],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[price benchmarking],Exact match,exact,Exact,Eligible,,USD,18.75,,4,3.42%,13.92,55.66,117,4,0.00%,0.00,13.92,0.00
February 2026,Enabled,[price benchmarking],Exact match,exact,Exact,Eligible,,USD,18.75,,1,1.72%,14.62,14.62,58,1,0.00%,0.00,14.62,0.00
March 2026,Enabled,[price benchmarking],Exact match,exact,Exact,Eligible,,USD,18.75,,0,0.00%,0,0.00,29,0,0.00%,0.00,0,0.00
October 2025,Paused,"""retail pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""retail pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""retail pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""retail pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""retail pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""retail pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Enabled,[pricing analytics],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[pricing analytics],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[pricing analytics],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[pricing analytics],Exact match,exact,Exact,Eligible,,USD,18.75,,3,3.09%,14.22,42.66,97,3,0.00%,0.00,14.22,0.00
February 2026,Enabled,[pricing analytics],Exact match,exact,Exact,Eligible,,USD,18.75,,1,2.27%,14.41,14.41,44,1,0.00%,0.00,14.41,0.00
March 2026,Enabled,[pricing analytics],Exact match,exact,Exact,Eligible,,USD,18.75,,1,3.13%,9.60,9.60,32,1,0.00%,0.00,9.60,0.00
October 2025,Paused,"""competitor price monitoring""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""competitor price monitoring""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""competitor price monitoring""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""competitor price monitoring""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""competitor price monitoring""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""competitor price monitoring""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""dynamic pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""dynamic pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""dynamic pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""dynamic pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""dynamic pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""dynamic pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""dynamic pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""dynamic pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""dynamic pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""dynamic pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""dynamic pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""dynamic pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Enabled,[dynamic pricing retail],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[dynamic pricing retail],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[dynamic pricing retail],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[dynamic pricing retail],Exact match,exact,Exact,Eligible,,USD,18.75,,2,2.22%,11.80,23.61,90,2,0.00%,0.00,11.80,0.00
February 2026,Enabled,[dynamic pricing retail],Exact match,exact,Exact,Eligible,,USD,18.75,,4,8.00%,11.78,47.10,50,4,0.00%,0.00,11.78,0.00
March 2026,Enabled,[dynamic pricing retail],Exact match,exact,Exact,Eligible,,USD,18.75,,0,0.00%,0,0.00,17,0,0.00%,0.00,0,0.00
October 2025,Paused,"""dynamic pricing engine""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""dynamic pricing engine""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""dynamic pricing engine""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""dynamic pricing engine""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""dynamic pricing engine""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""dynamic pricing engine""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Enabled,[pricing solution],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[pricing solution],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[pricing solution],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[pricing solution],Exact match,exact,Exact,Eligible,,USD,15.00,,0,0.00%,0,0.00,6,0,0.00%,0.00,0,0.00
February 2026,Enabled,[pricing solution],Exact match,exact,Exact,Eligible,,USD,15.00,,1,5.00%,14.60,14.60,20,1,0.00%,0.00,14.60,0.00
March 2026,Enabled,[pricing solution],Exact match,exact,Exact,Eligible,,USD,15.00,,0,0.00%,0,0.00,7,0,0.00%,0.00,0,0.00
October 2025,Enabled,[retail pricing strategies],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[retail pricing strategies],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[retail pricing strategies],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[retail pricing strategies],Exact match,exact,Exact,Eligible,,USD,15.00,,0,0.00%,0,0.00,36,0,0.00%,0.00,0,0.00
February 2026,Enabled,[retail pricing strategies],Exact match,exact,Exact,Eligible,,USD,15.00,,1,7.14%,14.07,14.07,14,1,0.00%,0.00,14.07,0.00
March 2026,Enabled,[retail pricing strategies],Exact match,exact,Exact,Eligible,,USD,15.00,,2,14.29%,14.93,29.86,14,2,0.00%,0.00,14.93,0.00
October 2025,Paused,"""pricing automation""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""pricing automation""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""pricing automation""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""pricing automation""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""pricing automation""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""pricing automation""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""Revenue management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""Revenue management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""Revenue management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""Revenue management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""Revenue management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""Revenue management""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""pricing optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""pricing optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""pricing optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""pricing optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""pricing optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""pricing optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Enabled,[dynamic pricing ecommerce],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[dynamic pricing ecommerce],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[dynamic pricing ecommerce],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[dynamic pricing ecommerce],Exact match,exact,Exact,Eligible,,USD,15.00,,2,6.25%,14.71,29.41,32,2,0.00%,0.00,14.71,0.00
February 2026,Enabled,[dynamic pricing ecommerce],Exact match,exact,Exact,Eligible,,USD,15.00,,1,3.85%,15.00,15.00,26,1,0.00%,0.00,15.00,0.00
March 2026,Enabled,[dynamic pricing ecommerce],Exact match,exact,Exact,Eligible,,USD,15.00,,0,0.00%,0,0.00,10,0,0.00%,0.00,0,0.00
October 2025,Paused,"""pricing tool software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,https://quicklizard.com/blog/a-new-pricing-tool-top-tips-on-what-to-consider-when-looking-for-a-pricing-tool?utm_campaign=Lead%20generation%20search&utm_source=ppc&utm_medium=Keywords&utm_term=ad_group_phrase,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""pricing tool software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,https://quicklizard.com/blog/a-new-pricing-tool-top-tips-on-what-to-consider-when-looking-for-a-pricing-tool?utm_campaign=Lead%20generation%20search&utm_source=ppc&utm_medium=Keywords&utm_term=ad_group_phrase,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""pricing tool software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,https://quicklizard.com/blog/a-new-pricing-tool-top-tips-on-what-to-consider-when-looking-for-a-pricing-tool?utm_campaign=Lead%20generation%20search&utm_source=ppc&utm_medium=Keywords&utm_term=ad_group_phrase,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""pricing tool software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,https://quicklizard.com/blog/a-new-pricing-tool-top-tips-on-what-to-consider-when-looking-for-a-pricing-tool?utm_campaign=Lead%20generation%20search&utm_source=ppc&utm_medium=Keywords&utm_term=ad_group_phrase,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""pricing tool software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,https://quicklizard.com/blog/a-new-pricing-tool-top-tips-on-what-to-consider-when-looking-for-a-pricing-tool?utm_campaign=Lead%20generation%20search&utm_source=ppc&utm_medium=Keywords&utm_term=ad_group_phrase,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""pricing tool software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,https://quicklizard.com/blog/a-new-pricing-tool-top-tips-on-what-to-consider-when-looking-for-a-pricing-tool?utm_campaign=Lead%20generation%20search&utm_source=ppc&utm_medium=Keywords&utm_term=ad_group_phrase,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Enabled,[assortment optimization],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[assortment optimization],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[assortment optimization],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[assortment optimization],Exact match,exact,Exact,Eligible,,USD,18.75,,2,7.41%,14.35,28.70,27,2,0.00%,0.00,14.35,0.00
February 2026,Enabled,[assortment optimization],Exact match,exact,Exact,Eligible,,USD,18.75,,0,0.00%,0,0.00,24,0,0.00%,0.00,0,0.00
March 2026,Enabled,[assortment optimization],Exact match,exact,Exact,Eligible,,USD,18.75,,0,0.00%,0,0.00,17,0,0.00%,0.00,0,0.00
October 2025,Enabled,[price optimization software],Exact match,exact,Exact,Eligible,,USD,17.70,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[price optimization software],Exact match,exact,Exact,Eligible,,USD,17.70,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[price optimization software],Exact match,exact,Exact,Eligible,,USD,17.70,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[price optimization software],Exact match,exact,Exact,Eligible,,USD,17.70,,3,8.11%,14.79,44.38,37,3,0.00%,0.00,14.79,0.00
February 2026,Enabled,[price optimization software],Exact match,exact,Exact,Eligible,,USD,17.70,,1,4.55%,14.23,14.23,22,1,0.00%,0.00,14.23,0.00
March 2026,Enabled,[price optimization software],Exact match,exact,Exact,Eligible,,USD,17.70,,1,50.00%,8.80,8.80,2,1,0.00%,0.00,8.80,0.00
October 2025,Enabled,[price management software],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[price management software],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[price management software],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[price management software],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0,0.00%,0,0.00,56,0,0.00%,0.00,0,0.00
February 2026,Enabled,[price management software],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,1,4.55%,14.74,14.74,22,1,0.00%,0.00,14.74,0.00
March 2026,Enabled,[price management software],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0,0.00%,0,0.00,5,0,0.00%,0.00,0,0.00
October 2025,Enabled,[pricing engine],Exact match,exact,Exact,Limited,below first page bid,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[pricing engine],Exact match,exact,Exact,Limited,below first page bid,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[pricing engine],Exact match,exact,Exact,Limited,below first page bid,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[pricing engine],Exact match,exact,Exact,Limited,below first page bid,USD,18.75,,3,3.90%,14.11,42.33,77,3,0.00%,0.00,14.11,0.00
February 2026,Enabled,[pricing engine],Exact match,exact,Exact,Limited,below first page bid,USD,18.75,,5,9.62%,10.41,52.03,52,5,0.00%,0.00,10.41,0.00
March 2026,Enabled,[pricing engine],Exact match,exact,Exact,Limited,below first page bid,USD,18.75,,1,3.57%,18.00,18.00,28,1,0.00%,0.00,18.00,0.00
October 2025,Enabled,[ecommerce pricing software],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[ecommerce pricing software],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[ecommerce pricing software],Exact match,exact,Exact,Eligible,,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[ecommerce pricing software],Exact match,exact,Exact,Eligible,,USD,15.00,,1,3.57%,14.95,14.95,28,1,0.00%,0.00,14.95,0.00
February 2026,Enabled,[ecommerce pricing software],Exact match,exact,Exact,Eligible,,USD,15.00,,2,15.38%,8.24,16.48,13,2,0.00%,0.00,8.24,0.00
March 2026,Enabled,[ecommerce pricing software],Exact match,exact,Exact,Eligible,,USD,15.00,,3,300.00%,12.42,37.25,1,3,0.00%,0.00,12.42,0.00
October 2025,Paused,"""dynamic pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""dynamic pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""dynamic pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""dynamic pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""dynamic pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""dynamic pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Enabled,[retail pricing software],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[retail pricing software],Exact match,exact,Exact,Limited,below first page bid,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
